,airport_ref,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,wikipedia_link,small_airport,medium_airport,large_airport,frequency_mhz
32341,19262,KAIO,small_airport,Atlantic Municipal Airport,41.40729904,-95.04689789,1165,NA,US,US-IA,Atlantic,no,KAIO,AIO,https://en.wikipedia.org/wiki/Atlantic_Municipal_Airport,1,0,0,"[127.825, 119.6, 122.7]"
32342,19263,KAIT,small_airport,Aitkin Municipal Steve Kurtz Field,46.5484008789,-93.6768035889,1205,NA,US,US-MN,Aitkin,no,KAIT,,,1,0,0,"[118.05, 39.7, 123.05]"
32343,19264,KAIV,small_airport,George Downer Airport,33.106499,-88.1978,150,NA,US,US-AL,Aliceville,no,KAIV,AIV,https://en.wikipedia.org/wiki/George_Downer_Airport,1,0,0,[122.8]
32345,19266,KAIZ,small_airport,Lee C Fine Memorial Airport,38.0960006714,-92.5494995117,869,NA,US,US-MO,Kaiser Lake Ozark,no,KAIZ,AIZ,https://en.wikipedia.org/wiki/Lee_C._Fine_Memorial_Airport,1,0,0,"[124.1, 135.325, 122.8]"
32346,19267,KAJG,small_airport,Mount Carmel Municipal Airport,38.60649872,-87.72669983,429,NA,US,US-IL,Mount Carmel,no,KAJG,,,1,0,0,"[125.6, 134.9, 122.7]"
32347,19268,KAJO,small_airport,Corona Municipal Airport,33.8977012634,-117.6019973755,533,NA,US,US-CA,Corona,no,KAJO,,https://en.wikipedia.org/wiki/Corona_Municipal_Airport,1,0,0,"[135.4, 132.175, 122.7]"
32348,19269,KAJR,small_airport,Habersham County Airport,34.49990082,-83.55670166,1448,NA,US,US-GA,Cornelia,no,KAJR,,,1,0,0,"[34.7, 134.8, 122.7]"
32349,19270,KAJZ,small_airport,Blake Field,38.7863998413,-108.0640029907,5193,NA,US,US-CO,Delta,no,KAJZ,,,1,0,0,"[134.0, 122.8]"
32351,19271,KAKH,small_airport,Gastonia Municipal Airport,35.202598,-81.149902,798,NA,US,US-NC,Gastonia,no,KAKH,,https://en.wikipedia.org/wiki/Gastonia_Municipal_Airport,1,0,0,"[134.75, 135.725, 123.0]"
32352,19272,KAKO,small_airport,Colorado Plains Regional Airport,40.1755981445,-103.222000122,4714,NA,US,US-CO,Akron,no,KAKO,AKO,https://en.wikipedia.org/wiki/Colorado_Plains_Regional_Airport,1,0,0,"[135.575, 133.95, 122.55, 122.8]"
32353,19273,KAKQ,small_airport,Wakefield Municipal Airport,36.9872016907,-77.0010986328,113,NA,US,US-VA,Wakefield,no,KAKQ,,,1,0,0,"[127.9, 128.325, 110.6, 122.8]"
32362,19276,KALX,small_airport,Thomas C Russell Field,32.9146995544,-85.9629974365,686,NA,US,US-AL,Alexander City,no,KALX,ALX,https://en.wikipedia.org/wiki/Thomas_C._Russell_Field,1,0,0,"[121.2, 118.325, 122.7]"
32364,19277,KAMG,small_airport,Bacon County Airport,31.5361003876,-82.5065994263,200,NA,US,US-GA,Alma,no,KAMG,,,1,0,0,"[118.325, 132.3, 123.6, 122.7]"
32365,19278,KAMN,small_airport,Gratiot Community Airport,43.322101593,-84.68800354,754,NA,US,US-MI,Alma,no,KAMN,AMN,https://en.wikipedia.org/wiki/Gratiot_Community_Airport,1,0,0,"[126.45, 124.175, 119.25, 122.8]"
32366,19279,KAMT,small_airport,Alexander Salamon Airport,38.851501,-83.566299,896,NA,US,US-OH,West Union,no,KAMT,,,1,0,0,"[124.225, 122.8]"
32367,19280,KAMW,small_airport,Ames Municipal Airport,41.992001,-93.621803,956,NA,US,US-IA,Ames,no,KAMW,AMW,https://en.wikipedia.org/wiki/Ames_Municipal_Airport,1,0,0,"[123.9, 132.025, 126.0, 122.7]"
32370,19281,KANE,small_airport,Anoka County-Blaine (Janes Field) Airport,45.145,-93.211401,912,NA,US,US-MN,Minneapolis,no,KANE,,,1,0,0,"[126.5, 120.625, 120.625, 121.3, 126.05, 121.85, 122.55, 126.05, 122.95]"
32371,19282,KANJ,small_airport,Sault Ste Marie Municipal Sanderson Field,46.47919846,-84.36840057,716,NA,US,US-MI,Sault Ste Marie,no,KANJ,,,1,0,0,"[118.375, 132.65, 122.7]"
32372,19283,KANK,small_airport,Salida Airport Harriett Alexander Field,38.5383,-106.049004,7523,NA,US,US-CO,Salida,no,KANK,SLT,https://en.wikipedia.org/wiki/Harriet_Alexander_Field,1,0,0,"[133.85, 122.7]"
32373,19284,KANP,small_airport,Lee Airport,38.942902,-76.568398,34,NA,US,US-MD,Annapolis,no,KANP,ANP,https://en.wikipedia.org/wiki/Lee_Airport,1,0,0,"[119.7, 122.9]"
32374,19285,KANQ,small_airport,Tri State Steuben County Airport,41.639702,-85.083504,995,NA,US,US-IN,Angola,no,KANQ,ANQ,https://en.wikipedia.org/wiki/Tri-State_Steuben_County_Airport,1,0,0,"[132.15, 122.1, 123.075]"
32375,19286,KANW,small_airport,Ainsworth Regional Airport,42.579201,-99.992995,2589,NA,US,US-NE,Ainsworth,no,KANW,ANW,https://en.wikipedia.org/wiki/Ainsworth_Regional_Airport,1,0,0,"[118.325, 132.7, 122.4, 122.8]"
32376,19287,KANY,small_airport,Anthony Municipal Airport,37.158501,-98.079597,1340,NA,US,US-KS,Anthony,no,KANY,ANY,https://en.wikipedia.org/wiki/Anthony_Municipal_Airport,1,0,0,"[118.35, 112.9, 122.8]"
32377,19288,KAOC,small_airport,Arco Butte County Airport,43.6035,-113.334,5332,NA,US,US-ID,Arco,no,KAOC,,,1,0,0,"[128.35, 122.8]"
32378,19289,KAOH,small_airport,Lima Allen County Airport,40.706902,-84.026703,975,NA,US,US-OH,Lima,no,KAOH,AOH,https://en.wikipedia.org/wiki/Lima_Allen_County_Airport,1,0,0,"[108.4, 128.075, 108.4, 122.7]"
32380,19290,KAOV,small_airport,Ava Bill Martin Memorial Airport,36.9719009399,-92.6819000244,1311,NA,US,US-MO,Ava,no,KAOV,,,1,0,0,"[126.35, 122.9]"
32382,19292,KAPC,small_airport,Napa County Airport,38.2132,-122.280998,35,NA,US,US-CA,Napa,no,KAPC,APC,https://en.wikipedia.org/wiki/Napa_County_Airport,1,0,0,"[127.8, 124.05, 118.7, 121.7, 118.7, 122.95]"
32385,19294,KAPH,small_airport,A P Hill AAF (Fort A P Hill) Airport,38.068902,-77.318298,220,NA,US,US-VA,Fort A. P. Hill,no,KAPH,APH,https://en.wikipedia.org/wiki/A.P._Hill_Army_Airfield,1,0,0,"[134.7, 38.5, 38.5]"
32387,19295,KAPT,small_airport,Marion County Brown Field,35.060699,-85.585297,641,NA,US,US-TN,Jasper,no,KAPT,APT,https://en.wikipedia.org/wiki/Marion_County_Airport_(Tennessee),1,0,0,"[119.2, 122.8]"
32388,19296,KAPV,small_airport,Apple Valley Airport,34.5752983093,-117.185997009,3062,NA,US,US-CA,Apple Valley,no,KAPV,APV,https://en.wikipedia.org/wiki/Apple_Valley_Airport_(California),1,0,0,"[124.55, 122.3, 122.8]"
32389,21170,KAPY,small_airport,Zapata County Airport,26.9687995911,-99.2489013672,422,NA,US,US-TX,Zapata,no,KAPY,,,1,0,0,[122.7]
32391,19297,KAQO,small_airport,Llano Municipal Airport,30.783700943,-98.6620025635,1102,NA,US,US-TX,Llano,no,KAQO,,https://en.wikipedia.org/wiki/Llano_Municipal_Airport,1,0,0,"[119.425, 132.35, 122.8]"
32392,19298,KAQP,small_airport,Appleton Municipal Airport,45.2275009155,-96.0043029785,1020,NA,US,US-MN,Appleton,no,KAQP,,,1,0,0,"[35.6, 122.9, 122.45]"
32393,19299,KAQR,small_airport,Atoka Municipal Airport,34.3983001709,-96.1481018066,590,NA,US,US-OK,Atoka,no,KAQR,,https://en.wikipedia.org/wiki/Atoka_Municipal_Airport,1,0,0,"[121.125, 122.9]"
32394,19300,KAQW,small_airport,Harriman and West Airport,42.6958999634,-73.1704025269,654,NA,US,US-MA,North Adams,no,KAQW,,,1,0,0,"[134.775, 122.8]"
32395,19110,KAQX,small_airport,Allendale County Airport,32.995098,-81.270203,161,NA,US,US-SC,Allendale,no,KAQX,,,1,0,0,"[132.5, 116.7, 122.8]"
32397,19302,KARB,small_airport,Ann Arbor Municipal Airport,42.2229995728,-83.7455978394,839,NA,US,US-MI,Ann Arbor,no,KARB,ARB,https://en.wikipedia.org/wiki/Ann_Arbor_Municipal_Airport,1,0,0,"[118.95, 134.55, 134.55, 120.3, 121.6, 120.3, 123.0]"
32398,19303,KARG,small_airport,Walnut Ridge Regional Airport,36.124667,-90.925111,279,NA,US,US-AR,Walnut Ridge,no,KARG,ARG,https://en.wikipedia.org/wiki/Walnut_Ridge_Regional_Airport,1,0,0,"[135.925, 120.075, 114.5, 122.8]"
32399,19304,KARM,small_airport,Wharton Regional Airport,29.254299,-96.154404,100,NA,US,US-TX,Wharton,no,KARM,WHT,https://en.wikipedia.org/wiki/Wharton_Regional_Airport,1,0,0,"[118.475, 128.6, 122.7]"
32400,19305,KARR,small_airport,Aurora Municipal Airport,41.771900177,-88.4757003784,712,NA,US,US-IL,Chicago/Aurora,no,KARR,AUZ,https://en.wikipedia.org/wiki/Aurora_Municipal_Airport_(Illinois),1,0,0,"[133.5, 125.85, 125.85, 121.7, 120.6, 121.7, 122.5, 120.6, 122.95]"
32402,19306,KARV,small_airport,Lakeland-Noble F. Lee Memorial field,45.92789841,-89.73090363,1629,NA,US,US-WI,Minocqua-Woodruff,no,KARV,ARV,https://en.wikipedia.org/wiki/Lakeland_Airport,1,0,0,"[121.125, 133.65, 122.6, 122.7]"
32403,19028,KARW,small_airport,Beaufort County Airport,32.4122009277,-80.6343994141,10,NA,US,US-SC,Beaufort,no,KARW,BFT,https://en.wikipedia.org/wiki/Beaufort_County_Airport,1,0,0,"[118.45, 122.7]"
32404,19307,KASD,small_airport,Slidell Airport,30.3451004,-89.82080078,29,NA,US,US-LA,Slidell,no,KASD,,,1,0,0,"[133.15, 132.475, 135.075, 122.8]"
32406,19309,KASG,small_airport,Springdale Municipal Airport,36.176399231,-94.1193008423,1353,NA,US,US-AR,Springdale,no,KASG,SPZ,https://en.wikipedia.org/wiki/Springdale_Municipal_Airport,1,0,0,"[128.15, 124.675, 118.2, 121.6, 118.2, 122.95]"
32407,19310,KASH,small_airport,Nashua Airport / Boire Field,42.7817,-71.514801,199,NA,US,US-NH,Nashua,no,KASH,ASH,https://en.wikipedia.org/wiki/Nashua_Airport,1,0,0,"[124.9, 125.1, 125.1, 133.2, 121.8, 133.2]"
32408,19311,KASJ,small_airport,Tri County Airport,36.2975006104,-77.1708984375,68,NA,US,US-NC,Ahoskie,no,KASJ,,https://en.wikipedia.org/wiki/Tri-County_Airport_(North_Carolina),1,0,0,"[119.075, 123.85, 122.8]"
32409,19312,KASL,small_airport,Harrison County Airport,32.5205001831,-94.307800293,357,NA,US,US-TX,Marshall,no,KASL,ASL,https://en.wikipedia.org/wiki/Harrison_County_Airport_(Texas),1,0,0,"[119.9, 118.675, 122.8]"
32410,19313,KASN,small_airport,Talladega Municipal Airport,33.5699005127,-86.0509033203,529,NA,US,US-AL,Talladega,no,KASN,ASN,https://en.wikipedia.org/wiki/Talladega_Municipal_Airport,1,0,0,"[125.45, 118.425, 108.8, 122.8]"
32412,19315,KASW,small_airport,Warsaw Municipal Airport,41.2747001648,-85.8401031494,850,NA,US,US-IN,Warsaw,no,KASW,,,1,0,0,"[127.2, 121.125, 134.05, 113.7, 122.7]"
32413,19316,KASX,small_airport,John F Kennedy Memorial Airport,46.54850006,-90.91899872,827,NA,US,US-WI,Ashland,no,KASX,ASX,https://en.wikipedia.org/wiki/John_F._Kennedy_Memorial_Airport,1,0,0,"[126.45, 126.775, 122.25, 122.8]"
32414,19317,KASY,small_airport,Ashley Municipal Airport,46.0238990784,-99.3526000977,2032,NA,US,US-ND,Ashley,no,KASY,ASY,https://en.wikipedia.org/wiki/Ashley_Municipal_Airport,1,0,0,[122.9]
32415,19318,KATA,small_airport,Hall Miller Municipal Airport,33.1017990112,-94.1952972412,280,NA,US,US-TX,Atlanta,no,KATA,,,1,0,0,"[123.925, 122.9]"
32417,19319,KATS,small_airport,Artesia Municipal Airport,32.8525009155,-104.468002319,3541,NA,US,US-NM,Artesia,no,KATS,ATS,https://en.wikipedia.org/wiki/Artesia_Municipal_Airport,1,0,0,"[119.6, 126.725, 122.8]"
32418,19320,KATW,small_airport,Appleton International Airport,44.2580986023,-88.5190963745,918,NA,US,US-WI,Appleton,no,KATW,ATW,https://en.wikipedia.org/wiki/Outagamie_County_Regional_Airport,1,0,0,"[126.3, 127.15, 119.6, 121.7, 119.6, 122.95]"
32421,19322,KAUH,small_airport,Aurora Municipal Al Potter Field,40.89410019,-97.99459839,1803,NA,US,US-NE,Aurora,no,KAUH,,,1,0,0,"[121.225, 119.4, 122.8]"
32422,19323,KAUM,small_airport,Austin Municipal Airport,43.66500092,-92.93340302,1234,NA,US,US-MN,Austin,no,KAUM,AUM,https://en.wikipedia.org/wiki/Austin_Municipal_Airport,1,0,0,"[119.8, 119.025, 122.5, 122.7]"
32423,19324,KAUN,small_airport,Auburn Municipal Airport,38.95479965,-121.0820007,1539,NA,US,US-CA,Auburn,no,KAUN,AUN,https://en.wikipedia.org/wiki/Auburn_Municipal_Airport,1,0,0,"[125.4, 119.375, 122.7]"
32424,19325,KAUO,small_airport,Auburn University Regional Airport,32.615101,-85.433998,777,NA,US,US-AL,Auburn,no,KAUO,AUO,https://en.wikipedia.org/wiki/Auburn-Opelika_Robert_G._Pitts_Airport,1,0,0,"[125.5, 132.575, 118.7, 123.0]"
32427,19327,KAVC,small_airport,Mecklenburg Brunswick Regional Airport,36.68830109,-78.05449677,441,NA,US,US-VA,South Hill,no,KAVC,,,1,0,0,"[127.525, 118.75, 122.8]"
32428,19328,KAVK,small_airport,Alva Regional Airport,36.7732009888,-98.6698989868,1474,NA,US,US-OK,Alva,no,KAVK,,,1,0,0,"[119.775, 121.125, 122.8]"
32430,19329,KAVO,small_airport,Avon Park Executive Airport,27.59119987,-81.52780151,160,NA,US,US-FL,Avon Park,no,KAVO,AVO,https://en.wikipedia.org/wiki/Avon_Park_Executive_Airport,1,0,0,"[134.55, 122.8]"
32432,19330,KAVQ,small_airport,Marana Regional Airport,32.4095993042,-111.218002319,2031,NA,US,US-AZ,Tucson,no,KAVQ,AVW,https://en.wikipedia.org/wiki/Marana_Regional_Airport,1,0,0,"[119.4, 118.375, 123.0]"
32433,19331,KAVX,small_airport,Catalina Airport,33.4049,-118.416,1602,NA,US,US-CA,Avalon,no,KAVX,AVX,https://en.wikipedia.org/wiki/Catalina_Airport,1,0,0,"[127.4, 122.7]"
32434,19332,KAWG,small_airport,Washington Municipal Airport,41.2761001587,-91.6734008789,754,NA,US,US-IA,Washington,no,KAWG,,,1,0,0,"[127.825, 135.6, 121.725, 122.7]"
32435,19333,KAWM,small_airport,West Memphis Municipal Airport,35.1351013184,-90.2343978882,212,NA,US,US-AR,West Memphis,no,KAWM,AWM,https://en.wikipedia.org/wiki/West_Memphis_Municipal_Airport,1,0,0,"[119.1, 118.175, 121.7, 124.65, 123.05]"
32436,19334,KAWO,small_airport,Arlington Municipal Airport,48.16070175,-122.1589966,142,NA,US,US-WA,Arlington,no,KAWO,,https://en.wikipedia.org/wiki/Arlington_Municipal_Airport_(Washington),1,0,0,"[135.625, 128.5, 122.7]"
32437,19335,KAXA,small_airport,Algona Municipal Airport,43.0778999329,-94.2720031738,1219,NA,US,US-IA,Algona,no,KAXA,AXG,https://en.wikipedia.org/wiki/Algona_Municipal_Airport,1,0,0,"[118.475, 134.0, 122.8]"
32438,19336,KAXH,small_airport,Houston Southwest Airport,29.5060997009,-95.4768981934,68,NA,US,US-TX,Houston,no,KAXH,,,1,0,0,"[123.8, 120.8, 123.0]"
32440,19337,KAXQ,small_airport,Clarion County Airport,41.2257995605,-79.4410018921,1458,NA,US,US-PA,Clarion,no,KAXQ,,,1,0,0,"[118.275, 126.72, 122.8]"
32441,19338,KAXS,small_airport,Altus Quartz Mountain Regional Airport,34.697952,-99.3385,1433,NA,US,US-OK,Altus,no,KAXS,AXS,https://en.wikipedia.org/wiki/Altus/Quartz_Mountain_Regional_Airport,1,0,0,"[125.1, 118.825, 122.8]"
32442,19339,KAXV,small_airport,Neil Armstrong Airport,40.49340057,-84.29889679,913,NA,US,US-OH,Wapakoneta,no,KAXV,AXV,https://en.wikipedia.org/wiki/Neil_Armstrong_Airport,1,0,0,"[134.45, 128.325, 117.5, 122.8]"
32443,19340,KAXX,small_airport,Angel Fire Airport,36.422000885,-105.290000916,8380,NA,US,US-NM,Angel Fire,no,KAXX,AXX,,1,0,0,"[132.8, 118.025, 122.8]"
32445,19341,KAYS,small_airport,Waycross Ware County Airport,31.2490997314,-82.3955001831,142,NA,US,US-GA,Waycross,no,KAYS,AYS,https://en.wikipedia.org/wiki/Waycross-Ware_County_Airport,1,0,0,"[118.575, 132.3, 110.2, 122.8]"
32446,19342,KAYX,small_airport,Arnold Air Force Base,35.39260101,-86.08580017,1067,NA,US,US-TN,Tullahoma,no,KAYX,TUH,https://en.wikipedia.org/wiki/Arnold_Air_Force_Base,1,0,0,"[128.325, 126.75, 126.2]"
32447,19343,KAZC,small_airport,Colorado City Municipal Airport,36.9598999023,-113.013999939,4874,NA,US,US-AZ,Colorado City,no,KAZC,,https://en.wikipedia.org/wiki/Colorado_City_Municipal_Airport,1,0,0,"[118.375, 124.2, 122.7]"
32448,19344,KAZE,small_airport,Hazlehurst Airport,31.8847007751,-82.6473999023,255,NA,US,US-GA,Hazlehurst,no,KAZE,,,1,0,0,"[132.3, 122.8]"
32450,19346,KB16,small_airport,Whitfords Airport,43.0802993774,-76.5383987427,400,NA,US,US-NY,Weedsport,no,KB16,,,1,0,0,"[134.275, 122.7]"
32451,19347,KB19,small_airport,Biddeford Municipal Airport,43.4641,-70.472397,157,NA,US,US-ME,Biddeford,no,,,,1,0,0,"[119.75, 126.05, 122.25, 123.0]"
32452,19348,KB21,small_airport,Sugarloaf Regional Airport,45.0862007141,-70.2162017822,885,NA,US,US-ME,Carrabassett,no,KB21,,,1,0,0,[122.8]
32457,19349,KBAM,small_airport,Battle Mountain Airport,40.5989990234,-116.874000549,4532,NA,US,US-NV,Battle Mountain,no,KBAM,BAM,https://en.wikipedia.org/wiki/Battle_Mountain_Airport,1,0,0,"[119.45, 132.25, 122.6, 122.8]"
32458,19350,KBAX,small_airport,Huron County Memorial Airport,43.78020096,-82.98539734,763,NA,US,US-MI,Bad Axe,no,KBAX,,,1,0,0,"[108.2, 127.7, 122.65, 122.8]"
32459,19351,KBAZ,small_airport,New Braunfels Municipal Airport,29.7045,-98.042198,651,NA,US,US-TX,New Braunfels,no,KBAZ,,https://en.wikipedia.org/wiki/New_Braunfels_Regional_Airport,1,0,0,"[124.45, 119.325, 134.75, 125.7, 122.7]"
32460,19352,KBBB,small_airport,Benson Municipal Airport,45.3319015503,-95.6505966187,1039,NA,US,US-MN,Benson,no,KBBB,BBB,http://www.iata.org/ps/publications/pages/code-search.aspx,1,0,0,"[23.9, 125.5, 122.8]"
32462,19354,KBBP,small_airport,Marlboro County Jetport H.E. Avent Field,34.62170029,-79.73439789,147,NA,US,US-SC,Bennettsville,no,KBBP,BTN,https://en.wikipedia.org/wiki/Marlboro_County_Jetport,1,0,0,"[118.6, 123.825, 122.8]"
32463,19355,KBBW,small_airport,Broken Bow Municipal Airport,41.4365005493,-99.6421966553,2547,NA,US,US-NE,Broken Bow,no,KBBW,BBW,https://en.wikipedia.org/wiki/Broken_Bow_Municipal_Airport,1,0,0,"[120.0, 132.7, 122.8]"
32464,19356,KBCB,small_airport,Virginia Tech Montgomery Executive Airport,37.2075996399,-80.4077987671,2132,NA,US,US-VA,Blacksburg,no,KBCB,BCB,https://en.wikipedia.org/wiki/Virginia_Tech_Montgomery_Executive_Airport,1,0,0,"[126.9, 133.325, 124.85, 123.05]"
32466,19358,KBCK,small_airport,Black River Falls Area Airport,44.2507019043,-90.8553009033,836,NA,US,US-WI,Black River Falls,no,KBCK,,,1,0,0,"[128.6, 122.9, 122.5]"
32467,19359,KBCT,small_airport,Boca Raton Airport,26.3784999847,-80.1076965332,13,NA,US,US-FL,Boca Raton,no,KBCT,BCT,https://en.wikipedia.org/wiki/Boca_Raton_Airport,1,0,0,"[125.2, 121.125, 121.8, 118.425, 127.35, 121.8, 118.425]"
32469,19360,KBDG,small_airport,Blanding Municipal Airport,37.58330154,-109.4830017,5868,NA,US,US-UT,Blanding,no,KBDG,BDG,https://en.wikipedia.org/wiki/Blanding_Municipal_Airport,1,0,0,"[127.75, 127.55, 122.8]"
32473,19361,KBDQ,small_airport,Morrilton Municipal Airport,35.1362,-92.713501,321,NA,US,US-AR,Morrilton,no,KBDQ,,,1,0,0,"[128.475, 122.8]"
32478,18730,KBEA,small_airport,Beeville Municipal Airport,28.3619003296,-97.7910003662,268,NA,US,US-TX,Beeville,no,KBEA,,,1,0,0,"[134.6, 122.8]"
32479,19363,KBEC,small_airport,Beech Factory Airport,37.6944999695,-97.2149963379,1408,NA,US,US-KS,Wichita,no,KBEC,BEC,https://en.wikipedia.org/wiki/Beech_Factory_Airport,1,0,0,"[134.8, 125.0, 122.7, 121.7, 126.8, 122.95]"
32481,19364,KBEH,small_airport,Southwest Michigan Regional Airport,42.1286010742,-86.4284973145,643,NA,US,US-MI,Benton Harbor,no,KBEH,BEH,https://en.wikipedia.org/wiki/Southwest_Michigan_Regional_Airport,1,0,0,"[118.55, 121.55, 119.7, 116.6, 123.0]"
32482,19365,KBFA,small_airport,Boyne Mountain Airport,45.1657981873,-84.9241027832,719,NA,US,US-MI,Boyne Falls,no,KBFA,,,1,0,0,"[134.6, 122.8]"
32484,19366,KBFE,small_airport,Terry County Airport,33.1730995178,-102.1930007935,3264,NA,US,US-TX,Brownfield,no,KBFE,,,1,0,0,"[119.9, 122.8]"
32487,19367,KBFK,small_airport,Buffalo Municipal Airport,36.8633003235,-99.6186981201,1822,NA,US,US-OK,Buffalo,no,KBFK,,https://en.wikipedia.org/wiki/Buffalo_Municipal_Airport_(Oklahoma),1,0,0,"[126.95, 122.9]"
32490,19368,KBFR,small_airport,Virgil I Grissom Municipal Airport,38.84000015,-86.44539642,727,NA,US,US-IN,Bedford,no,KBFR,BFR,https://en.wikipedia.org/wiki/Virgil_I._Grissom_Municipal_Airport,1,0,0,"[119.125, 124.775, 110.2, 122.8]"
32492,19370,KBGD,small_airport,Hutchinson County Airport,35.7009010315,-101.393997192,3055,NA,US,US-TX,Borger,no,KBGD,BGD,https://en.wikipedia.org/wiki/Hutchinson_County_Airport,1,0,0,"[119.5, 118.325, 123.0]"
32493,19371,KBGE,small_airport,Decatur County Industrial Air Park,30.9715004,-84.63739777,141,NA,US,US-GA,Bainbridge,no,KBGE,BGE,https://en.wikipedia.org/wiki/Decatur_County_Industrial_Air_Park,1,0,0,"[128.7, 121.125, 122.975]"
32494,19372,KBGF,small_airport,Winchester Municipal Airport,35.1775016785,-86.0662002563,979,NA,US,US-TN,Winchester,no,KBGF,,,1,0,0,"[121.675, 126.75, 122.8]"
32499,19374,KBHC,small_airport,Baxley Municipal Airport,31.7138004303,-82.3937988281,201,NA,US,US-GA,Baxley,no,KBHC,,,1,0,0,"[37.6, 132.3, 122.8]"
32500,19375,KBHK,small_airport,Baker Municipal Airport,46.347599,-104.259002,2975,NA,US,US-MT,Baker,no,KBHK,,,1,0,0,"[135.475, 126.85, 122.9]"
32503,19376,KBIE,small_airport,Beatrice Municipal Airport,40.3013000488,-96.7540969849,1324,NA,US,US-NE,Beatrice,yes,KBIE,BIE,,1,0,0,"[110.6, 126.4, 122.5, 122.8]"
32506,19378,KBIJ,small_airport,Early County Airport,31.3974990845,-84.8947982788,214,NA,US,US-GA,Blakely,no,KBIJ,,,1,0,0,"[125.4, 118.475, 122.9, 121.725]"
32509,19379,KBIV,small_airport,West Michigan Regional Airport,42.742901,-86.107399,698,NA,US,US-MI,Holland,no,KBIV,,https://en.wikipedia.org/wiki/West_Michigan_Regional_Airport,1,0,0,"[119.8, 119.025, 123.95, 112.1, 123.05]"
32513,19381,KBJJ,small_airport,Wayne County Airport,40.8748016357,-81.8882980347,1136,NA,US,US-OH,Wooster,no,KBJJ,BJJ,https://en.wikipedia.org/wiki/Wayne_County_Airport_(Ohio),1,0,0,"[118.6, 118.075, 121.75, 122.8]"
32514,19382,KBKD,small_airport,Stephens County Airport,32.71900177,-98.8909988403,1284,NA,US,US-TX,Breckenridge,no,KBKD,BKD,,1,0,0,"[127.0, 122.5, 122.8]"
32518,18839,KBKN,small_airport,Blackwell Tonkawa Municipal Airport,36.74509811,-97.34960175,1030,NA,US,US-OK,Blackwell,no,KBKN,,,1,0,0,"[127.8, 122.8]"
32519,19383,KBKS,small_airport,Brooks County Airport,27.20680046,-98.12120056,113,NA,US,US-TX,Falfurrias,no,KBKS,,,1,0,0,"[119.9, 118.125, 119.9, 122.8]"
32520,19384,KBKT,small_airport,Allen C Perkinson Blackstone Army Air Field,37.0741996765,-77.9574966431,439,NA,US,US-VA,Blackstone,no,KBKT,BKT,https://en.wikipedia.org/wiki/Blackstone_Army_Airfield,1,0,0,"[118.75, 38.3, 38.3, 122.95]"
32521,19385,KBKV,small_airport,Hernando County Airport,28.47360039,-82.45539856,76,NA,US,US-FL,Brooksville,no,KBKV,,https://en.wikipedia.org/wiki/Hernando_County_Airport,1,0,0,"[125.3, 134.725, 119.125, 40.9, 122.3, 123.0]"
32523,19386,KBKX,small_airport,Brookings Regional Airport,44.304798,-96.816902,1648,NA,US,US-SD,Brookings,no,KBKX,BKX,https://en.wikipedia.org/wiki/Brookings_Regional_Airport,1,0,0,"[108.8, 122.65, 123.0]"
32527,19389,KBLM,small_airport,Monmouth Executive Airport,40.18690109,-74.12490082,153,NA,US,US-NJ,Belmar/Farmingdale,no,KBLM,BLM,https://en.wikipedia.org/wiki/Monmouth_Executive_Airport,1,0,0,"[124.15, 121.625, 120.95, 113.8, 123.0]"
32528,19390,KBLU,small_airport,Blue Canyon Nyack Airport,39.2750015259,-120.709999084,5284,NA,US,US-CA,Emigrant Gap,no,KBLU,BLU,https://en.wikipedia.org/wiki/Blue_Canyon_%E2%80%93_Nyack_Airport,1,0,0,"[120.075, 122.9]"
32531,19391,KBMC,small_airport,Brigham City Regional Airport,41.552399,-112.061996,4229,NA,US,US-UT,Brigham City,no,KBMC,BMC,https://en.wikipedia.org/wiki/Brigham_City_Airport#References,1,0,0,"[121.1, 135.075, 126.0, 123.05]"
